Program Time [s],data 0,data 1,data 2
2260.34,544.1,2050,4050
2261.35,545,2050,4050
2262.35,545,2050,4050
2263.36,545.9,2050,4050
2264.37,545.9,2050,4050
2265.37,546.35,2050,4050
2266.38,546.8,2050,4050
2267.39,547.25,2050,4050
2268.4,547.7,2050,4050
2269.41,547.7,2050,4050
2270.42,548.15,2050,4050
2271.42,549.05,2050,4050
2272.42,549.5,2050,4050
2273.43,549.5,2050,4050
2274.43,549.95,2050,4050
2275.44,550.4,2050,4050
2276.45,550.85,2050,4050
2277.45,551.3,2050,4050
2278.46,551.75,2050,4050
2279.46,551.75,2050,4050
2280.47,552.2,2050,4050
2281.48,553.1,2050,4050
2282.49,553.1,2050,4050
2283.5,553.1,2050,4050
2284.5,554,2050,4050
2285.5,554.45,2050,4050
2286.51,554.9,2050,4050
2287.52,555.35,2050,4050
2288.53,555.35,2050,4050
2289.54,556.25,2050,4050
2290.54,556.25,2050,4050
2291.55,556.7,2050,4050
2292.56,557.15,2050,4050
2293.56,557.6,2050,4050
2294.57,558.05,2050,4050
2295.58,558.05,2050,4050
2296.59,558.5,2050,4050
2297.6,558.95,2050,4050
2298.6,559.4,2050,4050
2299.61,559.85,2050,4050
2300.62,560.3,2050,4050
2301.62,561.2,2050,4050
2302.63,561.2,2050,4050
2303.64,561.65,2050,4050
2304.65,562.1,2050,4050
2305.66,562.1,2050,4050
2306.67,562.55,2050,4050
2307.67,563,2050,4050
2308.69,563.45,2050,4050
2309.7,563.9,2050,4050
2310.71,563.9,2050,4050
2311.71,564.35,2050,4050
2312.72,565.25,2050,4050
2313.73,565.25,2050,4050
2314.74,565.7,2050,4050
2315.75,566.15,2050,4050
2316.76,567.05,2050,4050
2317.76,567.05,2050,4050
2318.77,567.5,2050,4050
2319.78,567.95,2050,4050
2320.79,568.4,2050,4050
2321.79,568.85,2050,4050
2322.8,568.85,2050,4050
2323.82,569.3,2050,4050
2324.82,569.75,2050,4050
2325.83,570.2,2050,4050
2326.84,570.65,2050,4050
2327.84,570.65,2050,4050
2328.85,571.55,2050,4050
2329.86,571.55,2050,4050
2330.86,572.45,2050,4050
2331.87,572.45,2050,4050
2332.88,573.35,2050,4050
2333.89,573.35,2050,4050
2334.89,573.35,2050,4050
2335.9,574.25,2050,4050
2336.9,574.7,2050,4050
2337.92,575.15,2050,4050
2338.93,575.15,2050,4050
2339.94,575.6,2050,4050
2340.94,576.05,2050,4050
2341.95,576.5,2050,4050
2342.96,576.95,2050,4050
2343.96,576.95,2050,4050
2344.98,577.85,2050,4050
2345.99,577.85,2050,4050
2346.99,578.3,2050,4050
2348,578.75,2050,4050
2349.01,578.75,2050,4050
2350.01,579.2,2050,4050
2351.02,580.1,2050,4050
2352.03,580.1,2050,4050
2353.04,580.55,2050,4050
2354.04,581,2050,4050
2355.05,581.45,2050,4050
2356.06,581.9,2050,4050
2357.07,582.8,2050,4050
2358.08,582.8,2050,4050
2359.09,582.8,2050,4050
2360.1,583.25,2050,4050
2361.11,583.7,2050,4050
2362.11,584.15,2050,4050
2363.12,584.6,2050,4050
2364.13,585.05,2050,4050
2365.13,585.5,2050,4050
2366.14,585.5,2050,4050
2367.15,586.4,2050,4050
2368.15,586.85,2050,4050
2369.16,586.85,2050,4050
2370.17,587.3,2050,4050
2371.18,587.75,2050,4050
2372.19,588.2,2050,4050
2373.19,588.2,2050,4050
2374.21,588.65,2050,4050
2375.22,589.1,2050,4050
2376.22,589.55,2050,4050
2377.23,590,2050,4050
2378.24,590.45,2050,4050
2379.24,590.45,2050,4050
2380.25,590.9,2050,4050
2381.26,591.35,2050,4050
2382.27,591.8,2050,4050
2383.28,592.25,2050,4050
2384.28,592.7,2050,4050
2385.29,592.7,2050,4050
2386.3,593.15,2050,4050
2387.3,593.6,2050,4050
2388.31,594.05,2050,4050
2389.32,594.5,2050,4050
2390.32,594.95,2050,4050
2391.33,594.95,2050,4050
2392.34,595.85,2050,4050
2393.34,595.85,2050,4050
2394.35,596.3,2050,4050
2395.36,597.2,2050,4050
2396.37,597.2,2050,4050
2397.37,597.65,2050,4050
2398.38,597.65,2050,4050
2399.39,598.1,2050,4050
2400.4,598.55,2050,4050
2401.4,599,2050,4050
2402.41,599.45,2050,4050
2403.42,599.45,2050,4050
2404.43,600.35,2050,4050
2405.44,600.35,2050,4050
